feedback_id,ride_id,user_rating,captain_rating,issue_category,comments
FDBK023259,RIDE011061,3,1,No Helmet Provided,Ride experience could be better
FDBK023260,RIDE075482,5,4,No Helmet Provided,"Helmet not provided, unsafe"
FDBK023261,RIDE021377,1,,Bike in Poor Condition,"Good service, will ride again"
FDBK023262,,,3,No Issues,Captain was polite and helpful
FDBK023263,RIDE066713,2,4,Unsafe Driving / Speeding,Ride experience could be better
FDBK023264,RIDE024028,,4,Navigation Confusion,Not satisfied with behaviour
FDBK023265,RIDE033668,4,2,Captain Arrived Late,Not satisfied with behaviour
FDBK023266,RIDE024899,3,1,Long Wait Time,Ride was smooth and quick
FDBK023267,RIDE075795,4,4,Navigation Confusion,Ride was smooth and quick
FDBK023268,,2,2,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK023269,RIDE032134,1,,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023270,RIDE004729,4,5,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK023271,RIDE022744,4,5,No Helmet Provided,Bike was not clean
FDBK023272,,4,3,Captain Rude or Unfriendly,Bike was not clean
FDBK023273,RIDE059007,2,2,Navigation Confusion,Fare charged was higher than expected
FDBK023274,RIDE030745,2,3,Navigation Confusion,Not satisfied with behaviour
FDBK023275,RIDE023015,2,1,Route Issues / Longer Route Taken,Captain was polite and helpful
FDBK023276,RIDE030167,4,,Long Wait Time,
FDBK023277,RIDE000489,3,1,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK023278,RIDE019914,4,2,No Issues,Not satisfied with behaviour
FDBK023279,RIDE031581,2,5,Fare Overcharged,Traffic was handled well
FDBK023280,RIDE017848,4,4,Unsafe Driving / Speeding,Ride experience could be better
FDBK023281,RIDE001397,,1,Long Wait Time,"Good service, will ride again"
FDBK023282,RIDE052744,1,3,Captain Arrived Late,Traffic was handled well
FDBK023283,RIDE019028,1,5,Navigation Confusion,Captain arrived late
FDBK023284,RIDE050315,4,4,Route Issues / Longer Route Taken,Captain was polite and helpful
FDBK023285,RIDE047315,1,4,Captain Arrived Late,Traffic was handled well
FDBK023286,RIDE063752,5,3,Navigation Confusion,
FDBK023287,RIDE066265,2,4,Unsafe Driving / Speeding,Traffic was handled well
FDBK023288,RIDE079080,4,3,,"Good service, will ride again"
FDBK023289,RIDE017932,5,1,No Helmet Provided,"Good service, will ride again"
FDBK023290,RIDE037875,5,2,,Ride experience could be better
FDBK023291,RIDE016365,3,5,Captain Arrived Late,Captain was polite and helpful
FDBK023292,RIDE069726,1,5,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK023293,RIDE073976,3,2,Fare Overcharged,Bike was not clean
FDBK023294,RIDE000529,3,5,Captain Rude or Unfriendly,
FDBK023295,RIDE032258,5,5,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK023296,RIDE034863,5,1,Captain Arrived Late,"Good service, will ride again"
FDBK023297,RIDE013781,2,3,Unsafe Driving / Speeding,Ride experience could be better
FDBK023298,RIDE066398,1,4,,Fare charged was higher than expected
FDBK023299,RIDE055523,1,2,Long Wait Time,Bike was not clean
FDBK023300,RIDE067342,5,5,No Helmet Provided,Traffic was handled well
FDBK023301,RIDE048061,3,1,Unsafe Driving / Speeding,Traffic was handled well
FDBK023302,,3,5,Captain Arrived Late,Bike was not clean
FDBK023303,RIDE024137,5,4,Bike in Poor Condition,Bike was not clean
FDBK023304,RIDE076362,1,,,"Good service, will ride again"
FDBK023305,RIDE002559,1,4,Bike in Poor Condition,Captain arrived late
FDBK023306,RIDE059888,1,4,Route Issues / Longer Route Taken,Captain arrived late
FDBK023307,RIDE027791,3,2,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK023308,RIDE007528,3,4,Long Wait Time,Not satisfied with behaviour
FDBK023309,RIDE057280,4,1,Captain Arrived Late,Fare charged was higher than expected
FDBK023310,,5,1,Route Issues / Longer Route Taken,Traffic was handled well
FDBK023311,RIDE052353,1,3,Captain Arrived Late,Captain arrived late
FDBK023312,RIDE078314,3,2,Bike in Poor Condition,Captain was polite and helpful
FDBK023313,RIDE044958,4,1,Long Wait Time,Captain arrived late
FDBK023314,RIDE058358,1,2,Navigation Confusion,
FDBK023315,RIDE031711,3,3,Route Issues / Longer Route Taken,
FDBK023316,RIDE064033,4,,Unsafe Driving / Speeding,
FDBK023317,RIDE001680,5,4,No Helmet Provided,Not satisfied with behaviour
FDBK023318,RIDE052469,2,5,Captain Rude or Unfriendly,Bike was not clean
FDBK023319,RIDE032081,2,4,,Ride was smooth and quick
FDBK023320,RIDE062159,3,5,Navigation Confusion,Ride was smooth and quick
FDBK023321,RIDE078666,3,2,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK023322,RIDE065560,2,1,No Helmet Provided,Captain arrived late
FDBK023323,RIDE078470,3,2,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK023324,RIDE030941,5,5,Fare Overcharged,
FDBK023325,RIDE069133,4,4,Captain Rude or Unfriendly,Bike was not clean
FDBK023326,RIDE011911,,1,Route Issues / Longer Route Taken,Ride experience could be better
FDBK023327,RIDE029839,1,3,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK023328,RIDE069418,5,2,Long Wait Time,Traffic was handled well
FDBK023329,RIDE072803,3,5,Fare Overcharged,"Good service, will ride again"
FDBK023330,RIDE061047,3,3,Fare Overcharged,Ride was smooth and quick
FDBK023331,RIDE002326,5,1,No Issues,Not satisfied with behaviour
FDBK023332,RIDE045936,2,5,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK023333,RIDE054874,4,3,Navigation Confusion,Fare charged was higher than expected
FDBK023334,RIDE063526,4,5,No Issues,Ride experience could be better
FDBK023335,RIDE071375,,3,Navigation Confusion,"Good service, will ride again"
FDBK023336,RIDE015274,2,5,No Issues,Fare charged was higher than expected
FDBK023337,RIDE002820,5,4,Captain Arrived Late,Ride was smooth and quick
FDBK023338,RIDE001349,2,2,Captain Rude or Unfriendly,Traffic was handled well
FDBK023339,RIDE040633,2,4,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK023340,RIDE009838,1,4,,Captain was polite and helpful
FDBK023341,RIDE010268,2,2,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023342,RIDE005836,1,5,Bike in Poor Condition,Bike was not clean
FDBK023343,RIDE002058,3,2,Long Wait Time,"Helmet not provided, unsafe"
FDBK023344,RIDE050370,3,5,Long Wait Time,"Helmet not provided, unsafe"
FDBK023345,RIDE031489,5,3,Navigation Confusion,"Helmet not provided, unsafe"
FDBK023346,RIDE075117,3,4,Fare Overcharged,Captain was polite and helpful
FDBK023347,RIDE054084,2,4,No Helmet Provided,"Good service, will ride again"
FDBK023348,RIDE001987,5,5,Navigation Confusion,"Good service, will ride again"
FDBK023349,RIDE072154,5,1,,Ride was smooth and quick
FDBK023350,RIDE051889,2,3,Navigation Confusion,Not satisfied with behaviour
FDBK023351,RIDE038927,5,5,No Helmet Provided,Captain was polite and helpful
FDBK023352,RIDE023290,2,5,Captain Rude or Unfriendly,Traffic was handled well
FDBK023353,RIDE020056,5,4,No Helmet Provided,Captain arrived late
FDBK023354,RIDE001294,4,5,No Issues,Traffic was handled well
FDBK023355,,5,5,Bike in Poor Condition,
FDBK023356,RIDE014478,1,5,Unsafe Driving / Speeding,Traffic was handled well
FDBK023357,RIDE076090,2,1,Route Issues / Longer Route Taken,Captain arrived late
FDBK023358,RIDE054496,5,5,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023359,RIDE052233,5,4,Long Wait Time,Fare charged was higher than expected
FDBK023360,RIDE023802,3,5,No Helmet Provided,Bike was not clean
FDBK023361,RIDE027049,4,3,Fare Overcharged,Captain arrived late
FDBK023362,RIDE011100,5,1,Long Wait Time,Captain arrived late
FDBK023363,RIDE008252,2,1,,"Good service, will ride again"
FDBK023364,RIDE030941,3,4,Captain Arrived Late,Ride experience could be better
FDBK023365,RIDE062091,3,2,No Issues,"Good service, will ride again"
FDBK023366,RIDE028209,1,4,,Captain arrived late
FDBK023367,RIDE064143,5,2,Captain Arrived Late,
FDBK023368,RIDE058667,4,3,No Issues,Not satisfied with behaviour
FDBK023369,RIDE053348,2,2,Bike in Poor Condition,Captain arrived late
FDBK023370,,4,1,Captain Rude or Unfriendly,Captain arrived late
FDBK023371,RIDE012008,5,3,Bike in Poor Condition,
FDBK023372,RIDE073164,2,5,Captain Rude or Unfriendly,Bike was not clean
FDBK023373,RIDE078478,4,4,No Issues,Captain arrived late
FDBK023374,RIDE043612,1,3,Navigation Confusion,"Good service, will ride again"
FDBK023375,RIDE009383,2,4,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK023376,RIDE070817,3,2,Bike in Poor Condition,Ride was smooth and quick
FDBK023377,RIDE009740,5,1,Long Wait Time,Traffic was handled well
FDBK023378,RIDE048965,5,1,Captain Arrived Late,Not satisfied with behaviour
FDBK023379,RIDE078601,4,2,No Helmet Provided,Fare charged was higher than expected
FDBK023380,RIDE065447,5,2,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK023381,RIDE079004,1,5,Route Issues / Longer Route Taken,Captain was polite and helpful
FDBK023382,RIDE076711,3,1,,Ride experience could be better
FDBK023383,RIDE019450,1,3,No Issues,Fare charged was higher than expected
FDBK023384,RIDE067431,4,3,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK023385,RIDE012272,3,3,Bike in Poor Condition,Not satisfied with behaviour
FDBK023386,RIDE057943,4,2,Fare Overcharged,Captain arrived late
FDBK023387,RIDE071276,3,3,Bike in Poor Condition,Captain arrived late
FDBK023388,RIDE062174,4,2,Captain Rude or Unfriendly,Traffic was handled well
FDBK023389,RIDE069290,2,1,Navigation Confusion,"Helmet not provided, unsafe"
FDBK023390,RIDE004313,5,4,Bike in Poor Condition,Ride was smooth and quick
FDBK023391,RIDE048077,4,2,Long Wait Time,Captain was polite and helpful
FDBK023392,RIDE042362,3,3,,Ride was smooth and quick
FDBK023393,RIDE021685,2,5,Navigation Confusion,Traffic was handled well
FDBK023394,RIDE010194,4,4,No Helmet Provided,Traffic was handled well
FDBK023395,RIDE041241,3,2,Unsafe Driving / Speeding,Bike was not clean
FDBK023396,RIDE037407,1,5,Navigation Confusion,Captain was polite and helpful
FDBK023397,RIDE076213,3,3,Captain Arrived Late,Bike was not clean
FDBK023398,RIDE065435,5,1,Fare Overcharged,Bike was not clean
FDBK023399,RIDE069170,4,2,Long Wait Time,Bike was not clean
FDBK023400,RIDE079475,2,1,No Helmet Provided,
FDBK023401,RIDE062434,1,2,Route Issues / Longer Route Taken,Ride experience could be better
FDBK023402,RIDE019666,2,1,Long Wait Time,Not satisfied with behaviour
FDBK023403,RIDE016050,1,5,,"Good service, will ride again"
FDBK023404,RIDE068243,2,1,Fare Overcharged,
FDBK023405,RIDE004070,5,,Captain Arrived Late,Ride was smooth and quick
FDBK023406,RIDE056529,3,5,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023407,RIDE051183,4,1,No Issues,Bike was not clean
FDBK023408,RIDE072888,4,2,Long Wait Time,
FDBK023409,RIDE068551,5,3,Route Issues / Longer Route Taken,Traffic was handled well
FDBK023410,RIDE078393,5,2,Captain Rude or Unfriendly,Captain arrived late
FDBK023411,RIDE047408,1,,No Issues,"Good service, will ride again"
FDBK023412,,2,5,Route Issues / Longer Route Taken,Captain arrived late
FDBK023413,RIDE021000,3,3,Bike in Poor Condition,Fare charged was higher than expected
FDBK023414,RIDE063124,2,2,No Helmet Provided,
FDBK023415,RIDE054033,5,2,Bike in Poor Condition,Captain was polite and helpful
FDBK023416,RIDE010181,3,4,,Captain was polite and helpful
FDBK023417,RIDE038654,2,2,No Helmet Provided,"Helmet not provided, unsafe"
FDBK023418,RIDE012848,1,5,Captain Arrived Late,Traffic was handled well
FDBK023419,RIDE068740,2,4,No Issues,Ride was smooth and quick
FDBK023420,RIDE062596,3,1,Navigation Confusion,Traffic was handled well
FDBK023421,RIDE062815,3,4,Long Wait Time,Ride was smooth and quick
FDBK023422,RIDE028868,5,1,No Issues,Captain arrived late
FDBK023423,RIDE016041,2,4,Navigation Confusion,Bike was not clean
FDBK023424,RIDE017812,2,2,,Ride was smooth and quick
FDBK023425,RIDE018976,2,5,Navigation Confusion,
FDBK023426,RIDE074731,5,3,Captain Arrived Late,Traffic was handled well
FDBK023427,RIDE051649,2,4,Bike in Poor Condition,Captain arrived late
FDBK023428,RIDE024908,,5,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK023429,RIDE014055,2,3,Long Wait Time,Fare charged was higher than expected
FDBK023430,RIDE022038,,2,Navigation Confusion,"Helmet not provided, unsafe"
FDBK023431,RIDE022516,4,2,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK023432,RIDE050088,1,,No Issues,Fare charged was higher than expected
FDBK023433,RIDE067265,3,1,,Not satisfied with behaviour
FDBK023434,RIDE068310,3,3,No Issues,Ride experience could be better
FDBK023435,RIDE001721,5,1,Bike in Poor Condition,Traffic was handled well
FDBK023436,RIDE019659,5,4,Long Wait Time,"Good service, will ride again"
FDBK023437,RIDE004433,3,5,No Helmet Provided,Ride was smooth and quick
FDBK023438,RIDE028602,2,1,Fare Overcharged,"Helmet not provided, unsafe"
FDBK023439,RIDE019775,1,5,,Fare charged was higher than expected
FDBK023440,RIDE014924,2,5,Fare Overcharged,Ride experience could be better
FDBK023441,RIDE061763,5,4,,Ride experience could be better
FDBK023442,RIDE029276,2,5,Fare Overcharged,
FDBK023443,RIDE018964,3,3,Long Wait Time,Captain was polite and helpful
FDBK023444,RIDE062969,2,3,Bike in Poor Condition,Fare charged was higher than expected
FDBK023445,RIDE026175,1,4,Navigation Confusion,"Good service, will ride again"
FDBK023446,RIDE005456,,,Bike in Poor Condition,Not satisfied with behaviour
FDBK023447,RIDE022562,3,2,No Helmet Provided,Ride experience could be better
FDBK023448,RIDE001750,4,4,Route Issues / Longer Route Taken,Ride experience could be better
FDBK023449,RIDE021322,4,2,Route Issues / Longer Route Taken,
FDBK023450,RIDE038014,3,4,,Captain was polite and helpful
FDBK023451,RIDE035593,3,3,No Helmet Provided,Captain arrived late
FDBK023452,RIDE031503,3,,Bike in Poor Condition,Not satisfied with behaviour
FDBK023453,RIDE075000,5,4,Captain Arrived Late,"Good service, will ride again"
FDBK023454,RIDE001599,5,2,Bike in Poor Condition,
FDBK023455,RIDE007535,5,5,No Issues,"Good service, will ride again"
FDBK023456,RIDE024324,3,4,Bike in Poor Condition,Traffic was handled well
FDBK023457,RIDE062810,2,2,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK023458,RIDE057351,3,4,Long Wait Time,Bike was not clean
FDBK023459,,4,3,Captain Arrived Late,
FDBK023460,RIDE050999,2,2,Route Issues / Longer Route Taken,Ride experience could be better
FDBK023461,RIDE051697,2,2,Captain Arrived Late,Ride experience could be better
FDBK023462,RIDE057137,5,1,No Helmet Provided,"Good service, will ride again"
FDBK023463,,3,5,No Helmet Provided,Not satisfied with behaviour
FDBK023464,,2,4,Captain Arrived Late,Fare charged was higher than expected
FDBK023465,RIDE027940,5,2,No Issues,
FDBK023466,RIDE078662,4,1,Route Issues / Longer Route Taken,
FDBK023467,RIDE035949,2,4,No Issues,
FDBK023468,,3,5,,Fare charged was higher than expected
FDBK023469,RIDE064138,2,5,Captain Arrived Late,Ride was smooth and quick
FDBK023470,RIDE078014,3,5,Bike in Poor Condition,Traffic was handled well
FDBK023471,RIDE010013,5,3,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK023472,RIDE007922,3,2,Captain Rude or Unfriendly,Bike was not clean
FDBK023473,RIDE024416,3,3,Fare Overcharged,Captain arrived late
FDBK023474,RIDE039174,1,2,Long Wait Time,Bike was not clean
FDBK023475,RIDE003323,1,1,Captain Rude or Unfriendly,Bike was not clean
FDBK023476,RIDE012912,,3,Navigation Confusion,Traffic was handled well
FDBK023477,RIDE063322,5,5,Bike in Poor Condition,Ride experience could be better
FDBK023478,RIDE052874,3,4,Bike in Poor Condition,Ride experience could be better
FDBK023479,RIDE048392,5,2,Navigation Confusion,"Helmet not provided, unsafe"
FDBK023480,RIDE044367,3,5,Navigation Confusion,Ride was smooth and quick
FDBK023481,RIDE042610,2,2,Fare Overcharged,Fare charged was higher than expected
FDBK023482,RIDE046165,1,4,Fare Overcharged,"Good service, will ride again"
FDBK023483,RIDE004206,3,5,Fare Overcharged,"Good service, will ride again"
FDBK023484,RIDE067599,2,3,Captain Rude or Unfriendly,Captain arrived late
FDBK023485,RIDE046936,2,2,Unsafe Driving / Speeding,Ride experience could be better
FDBK023486,,2,3,Navigation Confusion,Bike was not clean
FDBK023487,RIDE046353,1,3,No Issues,Captain was polite and helpful
FDBK023488,RIDE078091,5,5,Fare Overcharged,"Helmet not provided, unsafe"
FDBK023489,RIDE057536,,1,Unsafe Driving / Speeding,Bike was not clean
FDBK023490,RIDE023957,4,1,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK023491,RIDE051661,4,5,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK023492,RIDE009107,2,4,Bike in Poor Condition,Captain arrived late
FDBK023493,RIDE065714,3,,Long Wait Time,Traffic was handled well
FDBK023494,RIDE055999,1,4,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK023495,RIDE079431,1,3,Navigation Confusion,Ride was smooth and quick
FDBK023496,RIDE010615,1,5,Captain Rude or Unfriendly,Bike was not clean
FDBK023497,RIDE009122,5,4,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK023498,RIDE030836,2,5,No Helmet Provided,Fare charged was higher than expected
FDBK023499,RIDE034009,4,4,,
FDBK023500,RIDE058071,5,5,,
FDBK023501,RIDE020368,4,2,Long Wait Time,"Helmet not provided, unsafe"
FDBK023502,RIDE067564,2,4,Route Issues / Longer Route Taken,
FDBK023503,RIDE011312,1,1,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023504,RIDE022875,4,5,Navigation Confusion,
FDBK023505,RIDE021411,5,5,Route Issues / Longer Route Taken,
FDBK023506,RIDE058489,4,3,Bike in Poor Condition,Fare charged was higher than expected
FDBK023507,,2,3,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK023508,RIDE021706,1,5,Captain Arrived Late,Captain arrived late
FDBK023509,RIDE015353,1,2,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK023510,RIDE052643,5,4,Long Wait Time,Ride experience could be better
FDBK023511,RIDE072691,1,5,Navigation Confusion,"Good service, will ride again"
FDBK023512,RIDE019419,5,1,Captain Arrived Late,Not satisfied with behaviour
FDBK023513,RIDE067046,3,1,Captain Rude or Unfriendly,Captain arrived late
FDBK023514,RIDE050125,1,1,No Helmet Provided,Not satisfied with behaviour
FDBK023515,RIDE024430,4,2,Route Issues / Longer Route Taken,Captain arrived late
